报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,142.669,3.1522,45.26,2.2903,46.72,-32.67%,3.90亿,-66.20%,11.53,21.13亿,20.99亿,7.38%,37.70亿,46.83亿
2024,128.74,3.15,40.87,1.3966,92.18,45.94%,12.57亿,0.10%,12.44,24.97亿,23.69亿,14.45%,40.50亿,53.58亿
2023,131.604,2.2481,58.54,2.0883,63.02,78.05%,12.56亿,76.10%,15.61,28.45亿,18.96亿,19.91%,37.44亿,76.30亿
2022,137.355,1.5447,88.92,3.8801,35.4,72.94%,7.13亿,92.36%,16.65,16.81亿,9.22亿,19.63%,25.90亿,38.88亿
2021,73.509,0.9867,74.5,3.5911,20.47,78.93%,3.71亿,138.63%,14.27,8.00亿,3.70亿,17.95%,14.28亿,18.52亿
2020,23.631,0.9867,23.95,2.0656,11.44,51.67%,1.55亿,111.57%,11.04,7.15亿,1.02亿,13.58%,10.90亿,12.82亿
2019,,,,,7.54,28.70%,7342.99万,45.36%,6.09,1.28亿,281.08万,9.65%,4.52亿,5.91亿
2018,,,,,5.86,3.53%,5051.51万,83.02%,5.09,4671.54万,-6206.86万,8.58%,3.78亿,3.77亿
2017,,,,,5.66,28.71%,2760.14万,126.25%,4.41,8788.56万,-1.11亿,4.70%,3.28亿,2.84亿
2016,,,,,4.4,87.12%,-1.05亿,-258.07%,1.86,6646.24万,-1.39亿,-23.91%,1.24亿,1.98亿
2015,,,,,2.35,222.94%,6653.39万,301.88%,1.79,5366.16万,2917.06万,24.68%,8064.73万,1.80亿
2014,,,,,0.727762,7573.46%,1655.56万,594.18%,0.50,1128.57万,1138.88万,22.75%,2265.43万,4401.28万
2013,,,,,0.009484,False,-335.01万,False,-0.95,69.53万,-390.13万,-353.23%,-190.13万,598.84万
