报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,40.442,1.46,27.7,3.6721,8.26,-1.56%,1.54亿,3.18%,12.06,4.57亿,7.06亿,18.64%,17.60亿,1.93亿
2024,43.712,1.46,29.94,3.9811,10.98,10.40%,1.75亿,1.81%,11.80,5.36亿,6.69亿,15.98%,17.23亿,2.11亿
2023,26.77,1.0,26.77,2.6932,9.94,12.77%,1.72亿,36.72%,16.77,7.82亿,6.41亿,17.33%,16.77亿,2.19亿
2022,24.31,1.0,24.31,2.7562,8.82,9.35%,1.26亿,6.27%,16.05,9.08亿,5.69亿,14.28%,16.05亿,2.71亿
2021,33.9,1.0,33.9,4.206,8.06,10.95%,1.19亿,-7.33%,15.30,8.70亿,4.93亿,14.69%,15.31亿,2.38亿
2020,48.73,1.0,48.73,6.7029,7.27,15.68%,1.28亿,39.65%,14.62,10.16亿,4.24亿,17.61%,14.64亿,1.75亿
2019,,,,,6.28,18.61%,9163.81万,12.39%,6.11,9261.80万,3.46亿,14.56%,4.61亿,1.26亿
2018,,,,,5.3,2.49%,8153.39万,2.74%,6.09,9895.12万,3.45亿,15.29%,4.60亿,1.90亿
2017,,,,,5.17,8.37%,7936.15万,4.60%,5.31,5121.49万,2.86亿,15.29%,4.02亿,2.33亿
2016,,,,,4.77,8.74%,7587.21万,31.23%,4.55,2678.85万,2.30亿,15.92%,3.47亿,2.29亿
2015,,,,,4.39,13.21%,5781.63万,-18.38%,3.74,6199.88万,1.77亿,13.04%,2.86亿,1.62亿
2014,,,,,3.87,3.91%,7083.32万,-4.08%,3.13,1635.34万,1.37亿,18.29%,2.41亿,1.22亿
2013,,,,,3.73,30.30%,7384.46万,105.15%,2.79,546.66万,9190.19万,19.81%,1.74亿,8822.60万
2012,,,,,2.86,False,3599.54万,False,1.76,733.89万,3744.17万,12.58%,1.06亿,7090.01万
